S,X1,X2,X3,X4,X5,X6,A,Y
1,0.8527293956909997,0.5906211927288376,0.0842460907604633,0.9754633703301037,0.04406802861933612,0.5206292353729992,0,27.599404044094744
1,0.11353351769026221,0.6620097016940538,0.7568000946463879,0.23760180940841324,0.648672837546371,0.8748609375330733,0,15.638983730443378
1,0.39742782626659734,0.24044354930932865,0.4974852650992755,0.29141142043023804,0.4380627010181618,0.5825193283025564,0,18.481080284826408
0,0.5681718314736549,0.41293760071520724,0.4314080534117586,0.6845008117420203,0.8845968745519515,0.31404352170720806,0,16.673931804482482
1,0.34729726686588624,0.8854699559288676,0.6281325633965162,0.31361977582469225,0.5262341040248038,0.20453951978395868,0,15.125661604409292
1,0.2593639126059133,0.8121988442181025,0.8970580412106721,0.43799849674599456,0.1776791986859363,0.04033220668169635,0,18.682638098642276
0,0.13501760500838667,0.5966133500844459,0.2647826498512055,0.14584302511324765,0.9293140802199163,0.04093214702751713,0,8.346757831092756
0,0.5805864312221188,0.9284649830780581,0.42703717347651304,0.6974588641258997,0.5866819790213312,0.7904408575926924,0,10.93960927500512
1,0.18050523360150916,0.5481820790304073,0.21563880936761814,0.15214094177491566,0.6575690885118506,0.8121026972425552,0,11.462612033395414
1,0.06104350758567223,0.9977129167529761,0.9495685290252717,0.42748832599059006,0.17489116740986022,0.7702932506069126,0,15.58604555556254
0,0.1869142945124902,0.08452857384636991,0.8177355142868121,0.8385383361582622,0.09283095938810115,0.535016371267367,0,17.17805861752428
0,0.22837520723371185,0.7077220160717624,0.7235220313014139,0.5863201178689768,0.5826954741907447,0.32928704064622405,0,11.264212898854536
0,0.5076600520344958,0.9913060178519941,0.22356045406435743,0.13244251800412576,0.45960279098999146,0.7327393814869364,0,8.31792461152479
0,0.768094333398985,0.7059828394597406,0.8096655339523906,0.1663231983762241,0.8916825114478799,0.29629872604171625,0,13.21922357406457
0,0.5733332899999684,0.6905851649910265,0.870567658780362,0.9185423075668766,0.7738109965780744,0.2922375739801316,0,19.439832913045226
1,0.3046335914950825,0.2077981990549428,0.7993500312281275,0.3563747009745446,0.3094000574942427,0.9350379785736216,0,22.468120698528367
1,0.35359068821903405,0.7851209106347754,0.5769793927225024,0.612170844435305,0.7306615910557237,0.5185544747450009,0,19.204109931812532
1,0.05506356990525341,0.9112653595181825,0.8316109762983735,0.408878734504763,0.06755599819493296,0.5035499379146835,0,15.128088836666905
0,0.26417942144645534,0.0023029839276155206,0.7431158524886435,0.13245466530462258,0.5450181343514987,0.6201994416753713,0,13.775238028752414
1,0.9575148663385508,0.3275298282326151,0.34465056028359153,0.08459763871344361,0.825102107606057,0.6026507102114369,0,22.8467550599271
1,0.41522789475651734,0.8824517708988757,0.7934254465103898,0.27566618568776524,0.8521202302325853,0.7388645882622077,0,18.497142077900687
0,0.20550286010164553,0.147894842162677,0.2890121182684092,0.0506726759717433,0.7324140823701537,0.4964960428949996,0,8.953677821308089
1,0.9026708387515779,0.5316078012860201,0.7232614159996917,0.9495744323261175,0.43110279507580285,0.3824209361258397,0,33.40913938572254
0,0.49214047331964994,0.18515753335264706,0.9440271353192418,0.6736460721288932,0.597330955018743,0.7509737233787144,0,17.923106881143166
1,0.5388973479402385,0.8642874638500727,0.6147206019308279,0.9638792066175969,0.6974940474068716,0.5034587318533584,0,24.95618754213033
0,0.5530700058822402,0.8513706094935333,0.5405333564149222,0.487055874061883,0.6606749055828288,0.5899281525127578,0,11.886877363449878
1,0.3125406348247527,0.060059163906139745,0.5691618061344861,0.47417954646489235,0.777222957125403,0.7722121766694835,0,21.236568240764537
0,0.9385412383908124,0.7828784864553047,0.28107030023031665,0.21273246554571568,0.47030977344136504,0.7406236186663806,0,14.723801780575613
1,0.5783590652987803,0.09823874170307878,0.4633128299688828,0.6587947011042318,0.7188302488605466,0.7548210643328427,0,26.547415952571168
1,0.852409482940725,0.5652281989823716,0.7119975266580845,0.9245521333408147,0.8824052754214234,0.8073881836078197,0,32.76548739567233
1,0.7649343593966859,0.7150090957139748,0.4716966455464857,0.21893216398122262,0.49084725027974274,0.6411175239788137,0,19.987989539066234
1,0.15620257303847396,0.5490264060778389,0.8458360536273871,0.9387106949132663,0.48769365599169356,0.671614146706825,0,26.2189469342056
0,0.335114626662934,0.3062940436537763,0.5887195694745787,0.11685155914714995,0.6162139561302845,0.8528305403910064,0,10.815601946692816
0,0.9189558610084588,0.19131378937881682,0.9365529388937228,0.5690349379908245,0.4561726930421748,0.8184759865927597,0,21.640895559617043
1,0.5866246312752094,0.1108659337457486,0.7808698672803354,0.9365669577384579,0.8413948456695696,0.8216074933703633,0,33.85501934620412
0,0.22313563712978934,0.6135797170723419,0.9108826232492114,0.8220138630400459,0.3949026907883535,0.04777910193756385,0,15.987568250584564
1,0.22012303430523517,0.8294667198307858,0.309546202781223,0.46290033296836397,0.717703778004903,0.4196153375577647,0,13.898676272452288
