S,X1,X2,X3,X4,X5,X6,A,Y
0.9338937918152664,0.08278389739630176,0.516784386643202,0.30690785942280996,0.751208707340486,0.10036343955277394,0.876405435525113,0,16.172946072928465
0.09136332630042472,0.000501122549270594,0.6417918832497589,0.8892566137174855,0.5762440221185288,0.8177896022740044,0.8897737768117115,0,11.410004713196647
0.17385967266301916,0.942488047063507,0.1632079478025299,0.0022171239983279634,0.4269891235584323,0.8224684704473466,0.9057284483128336,0,16.40040542598412
0.826328954998567,0.9564777798896391,0.5432475032213604,0.08474913554981278,0.053432585666965404,0.026476819073181224,0.9769047963494285,0,17.00043389851047
0.9653156754762287,0.5920202182099715,0.4153469140804381,0.49264951440381144,0.14117313487335714,0.40083337331752145,0.9939212262729878,0,18.665694307004777
0.06236593134185201,0.7993832813888653,0.9934836309134728,0.7492084015844103,0.9774001612832991,0.4235517836347723,0.11586285368833138,0,19.331073783257683
0.22715920938920242,0.6904938464389995,0.4122983547403647,0.9116521011146842,0.276075847105999,0.7206587635675755,0.4621684158372331,0,15.448031019767388
0.10917957310063826,0.9110972286316726,0.10275095450921323,0.506555980049089,0.630658252188594,0.3867512444366251,0.6043649126970229,0,21.122409054661183
0.13960918749610227,0.5081519081559762,0.9845917359976976,0.3592758197625031,0.5576046515237352,0.9764223108203731,0.003269269089973492,0,11.368959572212177
0.0663351679394707,0.3597023307185231,0.7283390378524476,0.973748316378319,0.13557697358264353,0.1444543114527429,0.007378558329416474,0,13.376976622800715
0.004517184585960468,0.6201781427779657,0.8562641346403127,0.5934348168717438,0.038581738061571724,0.6583859992886936,0.5095126295691156,0,11.04804091668805
0.04065711663791141,0.06976892698531167,0.8211932311888478,0.06971789754589697,0.42214121752676903,0.6951917613017047,0.39272865512507227,0,7.407104039765816
0.9219273542374553,0.4456654074624683,0.642565271143097,0.2664025374841592,0.5880073726031606,0.7969675709347928,0.8260396961658003,0,17.813971972627332
0.0940888894222346,0.40581486725889826,0.8469690353811191,0.05878581298619601,0.5154572592738697,0.6313205453505766,0.6059143738264474,0,8.991751523701668
0.461582123549205,0.23867631147359114,0.18574103320714463,0.0833459214206087,0.7798043296898554,0.636717504234716,0.1395802804075429,0,15.434526889247431
0.4005195088241409,0.6035738719619207,0.22222188842595714,0.8986699423798085,0.526206842772507,0.7863677966353959,0.5322941211444738,0,20.736023259286497
0.9708226340045422,0.24504904278006256,0.04254110765510177,0.009566912159879926,0.6079175323382189,0.33837462047246647,0.659561162215461,0,18.43232382413358
0.062395082611919776,0.10925952723833532,0.5327678861122925,0.42766693301170833,0.9885309948486041,0.7208415654716207,0.37957923527763904,0,14.25120621276306
0.5402944496006777,0.6583309253209564,0.3701723425718235,0.20022903400786451,0.5745002796682387,0.20454183954538696,0.6965802819556445,0,17.12014279674252
0.308343320121043,0.3950925637531221,0.38864720784119977,0.32606443800698137,0.7114337518703554,0.26178750179370425,0.8786483138716786,0,14.65167782604363
0.05963229677115368,0.22850888171983708,0.24371274366236595,0.61875877795556,0.3721621826975058,0.6330202692098018,0.42114442251486606,0,11.80557666441992
0.9757067341872436,0.8748611173778573,0.9884987228581279,0.7722719228752684,0.4703537048985952,0.2890414087393155,0.5972412870001504,0,24.10142796684395
0.0774934309477642,0.16229702452461703,0.4539786128196487,0.8648346484221742,0.992138567924002,0.5440878995258136,0.5547421329986381,0,18.446904452503155
0.47601411943461447,0.8368232645484519,0.27952322695868514,0.46549555213717486,0.6615993388616662,0.8239059178823951,0.3566946526558191,0,20.12529111082008
0.6273330082042984,0.0718437051541494,0.5591046509699088,0.9695888395997565,0.43654887234697404,0.32990422628540683,0.10376898367236598,0,16.97259238513119
0.9425759204838327,0.3724283774632815,0.21748694060681617,0.2769003168333748,0.6863913148163456,0.9648655834600208,0.38817596475392047,0,19.922847789279
0.9865756449015674,0.18783446900451217,0.5537837243360848,0.89788285571043,0.39076193307822826,0.20884661238454516,0.6502701016844451,0,18.39377025668816
0.28624125631529745,0.11666455938567843,0.10174235878745486,0.5764222432283126,0.6980578605288597,0.9909481942171824,0.999311053615599,0,14.648553052373453
0.8868334077868292,0.9202015070012022,0.9726364686659776,0.00755689466095566,0.969825088114469,0.43704741854414964,0.6216791442710072,0,23.36388095883842
0.06558066623096567,0.3489548656229604,0.9332706434006609,0.868007762327777,0.21868513678619939,0.11531531419678198,0.7776747814421383,0,10.787152519212516
0.6535943403678354,0.4123448255197696,0.9274052810795379,0.22580184502951028,0.841311175156417,0.9427505798194062,0.675596929084044,0,18.845636478479143
0.028668573719813264,0.4540276816481196,0.058292559852834325,0.21678577634269725,0.061583304374871806,0.7692770941404224,0.06764293662590604,0,10.776258844374293
0.02706739978093243,0.8435006969856289,0.4654680208712334,0.30772951615278676,0.7915030622710097,0.5258995084012603,0.208817262004804,0,16.990684953031632
0.9605528819715712,0.4001550031378256,0.5290877295665171,0.2549630779357891,0.665116266377836,0.7660032806617422,0.7780023728397377,0,16.973945583123484
0.7498163838861673,0.7940842355666978,0.057913665308831797,0.8722528046795891,0.1633104066204566,0.28529811581431785,0.5984260693999716,0,23.908211432125757
0.8115690580436047,0.20721622773281423,0.42676389923261804,0.25729916245983575,0.967250403320644,0.35008219472569857,0.47769745080550285,0,20.465963663586788
0.07390029260038494,0.8549475907232129,0.6454932733297631,0.1270133040150152,0.8102171672984442,0.0978830600406102,0.45740847447909105,0,16.55065392565329
0.5125030769548597,0.9560619243573635,0.8195429764145769,0.6487686248670002,0.647179811480906,0.14126459575841455,0.494716475704833,0,22.139744640641915
0.6877480058415862,0.0029935052966637565,0.5937861933470828,0.22493364376325786,0.671554658972087,0.11441266677501871,0.551576026734816,0,12.610771894600804
0.6000242018312163,0.3172569943249326,0.7235605197475459,0.12821563144365355,0.44426490167079313,0.21237421036975168,0.6552470559894129,0,9.704951700977615
0.8917136216607525,0.12994426935517733,0.31571294621432955,0.061795525398705586,0.43164042554467463,0.28854287278447954,0.9208242154432196,0,13.808213538302802
0.3598095385176296,0.8998184090613653,0.2514612254375832,0.26432920055855447,0.626911599369022,0.6762293828317975,0.5566133407187067,0,19.93977899078192
0.45885653331235504,0.9068125700546524,0.38353263481017885,0.6052407608942424,0.6884031353210731,0.5987589142124914,0.40444038183372744,0,22.08787468075484
0.8687681687004628,0.3857017088828122,0.8872332232618401,0.9653739402786137,0.6284232922532569,0.26673909027465803,0.676890435949986,0,21.889203543482278
0.8711517002803288,0.1904425154291246,0.11118348216322771,0.024938960653676734,0.7904459428121495,0.32685201141533926,0.9212075056025834,0,20.280059274653503
0.4745055908712386,0.49904359965645484,0.47940343137079733,0.03241653489791341,0.9801263171992697,0.7312170269948344,0.8802909238317475,0,18.8372998411745
0.18346295988947572,0.6800228926883506,0.25659527239252056,0.9780736544419097,0.22956144372570264,0.9095619300491021,0.12022487834740514,0,18.06133229220456
0.1172099576054578,0.02044394858051013,0.6877536804293961,0.37409607360763786,0.3543491146462914,0.9620132724985365,0.891983328825714,0,8.817595865311885
